5000,100,41.759988
5000,50,20.964793
5000,40,16.809952
5000,25,10.488461
5000,10,4.268791
5000,5,2.162336
5000,1,0.487849
3000,100,14.983533
3000,50,7.566880
3000,40,6.031866
3000,25,3.797497
3000,10,1.533771
3000,5,0.774071
3000,1,0.177627
2000,100,6.734951
2000,50,3.386429
2000,40,2.707748
2000,25,1.689200
2000,10,0.687614
2000,5,0.353360
2000,1,0.080487
1500,100,3.797217
1500,50,1.901333
1500,40,1.520356
1500,25,0.951990
1500,10,0.389077
1500,5,0.195166
1500,1,0.045141
1000,100,1.684512
1000,50,0.858948
1000,40,0.684114
1000,25,0.434011
1000,10,0.182318
1000,5,0.088510
1000,1,0.025770
750,100,0.988494
750,50,0.502497
750,40,0.402700
750,25,0.259116
750,10,0.116449
750,5,0.057488
750,1,0.014015
500,100,0.458328
500,50,0.235910
500,40,0.188875
500,25,0.123426
500,10,0.060731
500,5,0.026088
500,1,0.005932
250,100,0.130949
250,50,0.073992
250,40,0.060806
250,25,0.037860
250,10,0.021418
250,5,0.006896
250,1,0.001879
100,100,0.038176
100,50,0.018831
100,40,0.020191
100,25,0.010373
100,10,0.003669
100,5,0.002184
100,1,0.229184
