5000,100,60.247466
5000,50,26.69991
5000,40,21.06138
5000,25,13.115355
5000,10,5.349556
5000,5,2.692025
5000,1,0.598376
3000,100,19.036887
3000,50,9.797239
3000,40,7.737101
3000,25,4.891029
3000,10,1.939428
3000,5,1.006415
3000,1,0.22024
2000,100,8.611534
2000,50,4.263218
2000,40,3.46817
2000,25,2.146819
2000,10,0.871486
2000,5,0.437278
2000,1,0.098764
1500,100,4.857939
1500,50,2.493109
1500,40,1.971295
1500,25,1.254175
1500,10,0.500597
1500,5,0.255056
1500,1,0.056736
1000,100,2.414034
1000,50,1.206911
1000,40,0.963061
1000,25,0.606377
1000,10,0.252335
1000,5,0.13281
1000,1,0.028346
750,100,1.173747
750,50,0.596908
750,40,0.482111
750,25,0.305639
750,10,0.14061
750,5,0.071508
750,1,0.015543
500,100,0.569058
500,50,0.289977
500,40,0.242501
500,25,0.154311
500,10,0.07243
500,5,0.036686
500,1,0.007258
250,100,0.142873
250,50,0.086097
250,40,0.070669
250,25,0.045047
250,10,0.022006
250,5,0.008691
250,1,0.001976
100,100,0.035095
100,50,0.026908
100,40,0.016612
100,25,0.007724
100,10,0.003126
100,5,0.001642
100,1,0.22831
