5000,100,21.246232
5000,50,10.715139
5000,40,8.556874
5000,25,5.401900
5000,10,2.195362
5000,5,1.136068
5000,1,0.282833
3000,100,7.705855
3000,50,3.872351
3000,40,3.106272
3000,25,1.952469
3000,10,0.798008
3000,5,0.409807
3000,1,0.103525
2000,100,3.444624
2000,50,1.727880
2000,40,1.388420
2000,25,0.871476
2000,10,0.354318
2000,5,0.184240
2000,1,0.047685
1500,100,1.948231
1500,50,0.977936
1500,40,0.790384
1500,25,0.490246
1500,10,0.201045
1500,5,0.104306
1500,1,0.026882
1000,100,0.876282
1000,50,0.447298
1000,40,0.355322
1000,25,0.236068
1000,10,0.103837
1000,5,0.053232
1000,1,0.013779
750,100,0.523519
750,50,0.263343
750,40,0.215143
750,25,0.140837
750,10,0.066776
750,5,0.032576
750,1,0.007714
500,100,0.246216
500,50,0.127999
500,40,0.105586
500,25,0.064416
500,10,0.037021
500,5,0.014100
500,1,0.003784
250,100,0.083935
250,50,0.035906
250,40,0.050799
250,25,0.023610
250,10,0.007083
250,5,0.005299
250,1,0.001335
100,100,0.031023
100,50,0.012834
100,40,0.010082
100,25,0.005894
100,10,0.002771
100,5,0.001775
100,1,0.220608
